st_id,pr_sku_id,date,pr_sales_type_id,pr_sales_in_units,pr_promo_sales_in_units,pr_sales_in_rub,pr_promo_sales_in_rub
fa7cdfad1a5aaf8370ebeda47a1ff1c3,cad2c790d17a547938e9a9bdb57ebf4a,2022-09-13,0,2.0,0.0,346.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,ae0ea26efd73c891f6fe4f8af687c88f,2023-03-22,0,4.0,0.0,975.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,70080bba1f176e070456abff52203013,2023-06-08,0,11.0,0.0,392.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,eb01393af653df8a7e4c2834eb58412a,2022-09-19,1,2.0,2.0,288.0,288.0
1ecfb463472ec9115b10c292ef8bc986,edc4f8e4255fe47bede91eadb3fbcb15,2022-10-26,0,1.0,0.0,117.0,0.0
42a0e188f5033bc65bf8d78622277c4e,67797f1f0f02ec5ccd5e3abd2d4e5b81,2023-02-14,1,2.0,2.0,342.0,342.0
f7e6c85504ce6e82442c770f7c8606f0,a1f93a1aeb02759147d69276c70217db,2022-08-09,0,2.0,0.0,358.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,a3f2130d312ab153ba470886115ea2ee,2023-07-03,1,1.0,1.0,118.0,118.0
16a5cdae362b8d27a1d8f8c7b78b4330,a269147f3468bca423791e6122789204,2022-12-17,0,4.0,0.0,164.0,0.0
42a0e188f5033bc65bf8d78622277c4e,a6ac4c5198cb9b52b994a7385b7e6340,2022-10-06,0,2.0,0.0,397.0,0.0
42a0e188f5033bc65bf8d78622277c4e,bb25f17188f499220de29c84be3d7d5d,2023-07-06,0,3.0,0.0,316.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,5f86639bbaacbed711e89635b602cc75,2023-05-02,0,2.0,0.0,123.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,74c606bffdaf24b13b0f152228f45ea8,2023-01-11,0,1.0,0.0,96.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,65b549322da3ee58ae90de15c61b62ae,2023-04-27,0,1.0,0.0,21.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,4f8b4c73b1712622d6f05c02cda05d49,2023-03-08,0,4.0,0.0,580.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,dfb085b0647b9ee8ce010670d1e30ab6,2023-04-21,1,4.0,4.0,92.0,92.0
f7e6c85504ce6e82442c770f7c8606f0,1a0f36f6e92560bcae205b6c32cc033f,2023-03-17,0,4.0,0.0,120.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,8b6d47ed609b1f6651a79cb6210b63f8,2023-02-19,0,11.0,0.0,1316.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,a88eebcf3dd28da67455654bbfe5a9fa,2022-12-10,1,1.0,1.0,66.0,66.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,936b6e24820efd4384a38e7ad426b608,2022-12-07,0,1.0,0.0,261.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,877996cf018bb84247377fc00ac9ec5d,2022-08-10,0,2.0,0.0,488.0,0.0
1ecfb463472ec9115b10c292ef8bc986,0dffbb0c715c9794aa9cb5b747daaae7,2023-03-23,0,1.0,0.0,57.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,65ebd984baa08be2dcd09ff15c254fdb,2023-05-13,0,11.0,0.0,1812.0,0.0
42a0e188f5033bc65bf8d78622277c4e,e983f56659b43d6691446b013c0b9ef1,2023-05-03,1,0.0,0.0,37.0,37.0
c81e728d9d4c2f636f067f89cc14862c,525054066e1d6e94a6ad56078f4b212d,2023-06-27,0,11.0,0.0,1444.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,1cac981fb61dc0e4a41e6a8508552803,2023-05-25,0,3.0,0.0,654.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,f4ecfca825c8c12b5013b899aef55eb4,2022-12-06,0,2.0,0.0,226.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,50246ace502699a00ce8f94e8fc3e37d,2023-05-28,1,2.0,2.0,138.0,138.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,421b0ea70ab7fd681ae63a8f12695199,2022-11-30,1,7.0,7.0,1721.0,1721.0
42a0e188f5033bc65bf8d78622277c4e,7f9e3c612ebdc940098b1ab2d8290dab,2023-01-07,0,4.0,0.0,811.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,be1d43a949b9e0e755c1e36be9cf47d9,2023-02-08,0,2.0,0.0,206.0,0.0
c81e728d9d4c2f636f067f89cc14862c,a767ca8c832642ebf919de608e8cb61f,2023-04-19,1,2.0,2.0,469.0,469.0
42a0e188f5033bc65bf8d78622277c4e,a2f01e8907594a5cc33b21086a702036,2022-09-21,1,3.0,3.0,569.0,569.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,5f2c6c83d8629cb955c1b1ad53a2aecd,2022-08-25,0,2.0,0.0,25.0,0.0
42a0e188f5033bc65bf8d78622277c4e,63b837c9a3fd362191761401ed418679,2022-08-22,0,2.0,0.0,508.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,1cac981fb61dc0e4a41e6a8508552803,2022-11-26,0,1.0,0.0,197.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,dc8e1d0c7e95ae832902953b1dc4a22d,2022-10-22,1,1.0,1.0,178.0,178.0
bd470ca955d9497bbcb808e59952fffc,ee21c04f96ab30a8b3ca761e57e016ca,2022-10-18,0,2.0,0.0,65.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,9da31b9d3cf407cd724c65b7dfed00ee,2022-10-18,0,1.0,0.0,25.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,63fd103c3678af110f183d7d499d0081,2023-03-26,1,8.0,8.0,4824.0,4824.0
1ecfb463472ec9115b10c292ef8bc986,49422241027cc0b8b33ceaa33d9d2e81,2023-04-11,1,3.0,3.0,354.0,354.0
c81e728d9d4c2f636f067f89cc14862c,5e513d8830b4e93051b81843e48098c5,2023-06-24,0,2.0,0.0,282.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6b42fc2011e87c7b873b2bba3bf27a36,2022-12-16,0,14.0,0.0,2854.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,891517ed336bc63566261723d2a45118,2022-12-28,0,4.0,0.0,408.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,0f152427918d29bb1081834c1d375a48,2023-01-23,0,2.0,0.0,82.0,0.0
42a0e188f5033bc65bf8d78622277c4e,c7b711619071c92bef604c7ad68380dd,2023-01-16,0,17.0,0.0,2388.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,5d353aeb36305286381f101ca70c861e,2022-09-25,1,3.0,3.0,212.0,212.0
16a5cdae362b8d27a1d8f8c7b78b4330,a744ea39059face89ec2e129728a6fb8,2023-06-29,1,18.0,18.0,2246.0,2246.0
f7e6c85504ce6e82442c770f7c8606f0,35071e7911b66b2f42bffca06f939598,2022-11-13,0,1.0,0.0,180.0,0.0
c81e728d9d4c2f636f067f89cc14862c,ee441af33a59b66a2026b029a24f269a,2023-01-07,1,7.0,7.0,740.0,740.0
f7e6c85504ce6e82442c770f7c8606f0,2e463fcb1369be4d5dfbe87e04f60df2,2023-02-03,0,3.0,0.0,260.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,1ed7d2ba2413e16205063b4029038486,2023-06-05,0,2.0,0.0,467.0,0.0
1ecfb463472ec9115b10c292ef8bc986,4a414f0b3efd2527d575e0e2f51b61aa,2022-10-24,0,1.0,0.0,57.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,6ce20ee0cd25f2265f9c839747f3f60a,2022-08-19,0,5.0,0.0,241.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,3474f0e025c7deb7e127a35763bc5512,2023-06-25,0,1.0,0.0,41.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,8ba3350be2f4761427a827fdc09cb86e,2023-04-28,1,2.0,2.0,404.0,404.0
1ecfb463472ec9115b10c292ef8bc986,f36c10f796e17492bbc5e047c0dd5d5f,2022-11-14,0,3.0,0.0,157.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,efe0522512ae92bff7f12e5d5c93e8d9,2022-09-23,1,2.0,2.0,65.0,65.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,e4522fed8db6c62127eedea2fe1634bd,2022-12-13,0,1.0,0.0,37.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,3474f0e025c7deb7e127a35763bc5512,2023-07-01,1,4.0,4.0,129.0,129.0
1ecfb463472ec9115b10c292ef8bc986,5b26f85ccb23039364226f66f0366c66,2022-08-14,1,1.0,1.0,14.0,14.0
42a0e188f5033bc65bf8d78622277c4e,5a0896291d246465ff739135888c3a1b,2023-03-10,0,2.0,0.0,287.0,0.0
42a0e188f5033bc65bf8d78622277c4e,8cc3c766285e320aef48183a4bbe22d1,2022-12-12,0,3.0,0.0,125.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,b9f779a15bdf3e24bf490462975cb201,2023-04-29,0,1.0,0.0,307.0,0.0
c81e728d9d4c2f636f067f89cc14862c,566f6537c25d40d0b6adec07323e65e8,2023-06-30,0,9.0,0.0,317.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,2e463fcb1369be4d5dfbe87e04f60df2,2022-09-02,1,8.0,8.0,830.0,830.0
16a5cdae362b8d27a1d8f8c7b78b4330,e9688e300580729c1eccbf565d5011ae,2023-03-18,0,5.0,0.0,1066.0,0.0
1aa057313c28fa4a40c5bc084b11d276,5b26f85ccb23039364226f66f0366c66,2022-08-23,0,2.0,0.0,36.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,628eca5623bd3a22d6ac99aa8ca78336,2023-03-17,1,0.0,0.0,61.0,61.0
1ecfb463472ec9115b10c292ef8bc986,82420936dd94713451b9d4c8404df1e5,2023-01-30,0,2.0,0.0,371.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,6ce20ee0cd25f2265f9c839747f3f60a,2023-04-23,0,7.0,0.0,362.0,0.0
1ecfb463472ec9115b10c292ef8bc986,00b72c2f01a1512cbb1d3f33319bac93,2022-09-03,0,8.0,0.0,144.0,0.0
c81e728d9d4c2f636f067f89cc14862c,6eec765ffa292bcccdc000289cefe64c,2023-03-24,1,4.0,4.0,402.0,402.0
c81e728d9d4c2f636f067f89cc14862c,1a0f36f6e92560bcae205b6c32cc033f,2022-11-13,0,33.0,0.0,978.0,0.0
c81e728d9d4c2f636f067f89cc14862c,3aec010c63e9bf944e55d39dfc1d6ed7,2023-05-15,0,0.0,0.0,5.0,0.0
c81e728d9d4c2f636f067f89cc14862c,8b6d47ed609b1f6651a79cb6210b63f8,2023-03-03,0,1.0,0.0,120.0,0.0
42a0e188f5033bc65bf8d78622277c4e,4115bc05a3e5460e3bba7777fde0f807,2023-04-21,1,4.0,4.0,976.0,976.0
c81e728d9d4c2f636f067f89cc14862c,5bb5f58ee78376e1d1806dd5cc25cfe1,2023-06-17,0,7.0,0.0,359.0,0.0
c81e728d9d4c2f636f067f89cc14862c,fdb89dfd1a27256904eb5a5734252102,2022-10-06,1,2.0,2.0,526.0,526.0
c81e728d9d4c2f636f067f89cc14862c,9da31b9d3cf407cd724c65b7dfed00ee,2023-07-05,1,4.0,4.0,80.0,80.0
1ecfb463472ec9115b10c292ef8bc986,75be870cd9c96839f3dca0aea665adf0,2023-03-11,0,2.0,0.0,334.0,0.0
1ecfb463472ec9115b10c292ef8bc986,525526d5b2169462195c44d49fff4a44,2022-08-09,1,4.0,4.0,384.0,384.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,2dc922d957188fb51dd2bd50ec9b555a,2022-09-13,1,3.0,3.0,87.0,87.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,cff633e270708ced01bc585eb1421667,2023-07-15,0,2.0,0.0,90.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b43e19936412e99b8efd1f9061d3f3c7,2023-03-02,0,2.0,0.0,151.0,0.0
c81e728d9d4c2f636f067f89cc14862c,b960c6ee5b5efa12e73f810204b561a8,2023-01-13,1,1.0,1.0,56.0,56.0
c81e728d9d4c2f636f067f89cc14862c,dce1f234d6424aa61f8e7ce0baffd9af,2023-02-12,0,3.0,0.0,445.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,8baeffd6d41bf42bce9ae4efea0e6ae2,2022-08-18,1,3.0,3.0,541.0,541.0
42a0e188f5033bc65bf8d78622277c4e,517b5edeb76505d48bb945abce481959,2023-02-12,1,2.0,2.0,325.0,325.0
c81e728d9d4c2f636f067f89cc14862c,3775e29ab7a50a69c73aad30f19661e4,2022-11-14,1,1.0,1.0,169.0,169.0
16a5cdae362b8d27a1d8f8c7b78b4330,adf3f8d0e45cd2e4cfb284e1eaddc5c8,2023-05-10,0,1.0,0.0,185.0,0.0
1ecfb463472ec9115b10c292ef8bc986,e3b5eea8d7ddd16629d485381ac22346,2022-09-08,0,4.0,0.0,184.0,0.0
c81e728d9d4c2f636f067f89cc14862c,1edb148e94ceddc5abaa91ad4814a737,2023-05-06,0,5.0,0.0,267.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,0e497d3dfb10dc402fbe06de4e0bb233,2022-11-02,1,0.0,0.0,35.0,35.0
1ecfb463472ec9115b10c292ef8bc986,6d8bf88f6daf3b37de081afcf75ec6cf,2022-12-30,1,8.0,8.0,441.0,441.0
f7e6c85504ce6e82442c770f7c8606f0,0e97d6e7124d6cc9623650201236cd52,2023-05-22,0,1.0,0.0,64.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,24add02597d486c0f631855f5ca1bef3,2023-05-06,1,6.0,6.0,1195.0,1195.0
f7e6c85504ce6e82442c770f7c8606f0,8ac6c2f22c5d70f12db07117005b3f84,2023-04-27,1,1.0,1.0,173.0,173.0
f7e6c85504ce6e82442c770f7c8606f0,639a51b38828b98d1f41256fb07bbc39,2022-10-18,0,4.0,0.0,765.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,4aef9bef9b3460130ca6cc0da3eba88a,2022-12-01,0,4.0,0.0,61.0,0.0
42a0e188f5033bc65bf8d78622277c4e,855a3b95cb49bead247abb5f9c7a7733,2023-05-04,0,1.0,0.0,159.0,0.0
42a0e188f5033bc65bf8d78622277c4e,0f6ef309087f70a6f933eb0ec50745b4,2023-02-22,1,1.0,1.0,174.0,174.0
42a0e188f5033bc65bf8d78622277c4e,319031ae8c8dfc60794f76ef35d9c659,2023-02-13,1,1.0,1.0,148.0,148.0
16a5cdae362b8d27a1d8f8c7b78b4330,89250c0d296660c427ed0d1d5059e8b7,2023-05-31,1,3.0,3.0,304.0,304.0
16a5cdae362b8d27a1d8f8c7b78b4330,421b0ea70ab7fd681ae63a8f12695199,2022-11-04,1,2.0,2.0,541.0,541.0
1ecfb463472ec9115b10c292ef8bc986,82420936dd94713451b9d4c8404df1e5,2022-09-13,1,2.0,2.0,230.0,230.0
1ecfb463472ec9115b10c292ef8bc986,930569d31168ec975f903e5dc06e8deb,2023-03-22,1,4.0,4.0,157.0,157.0
c81e728d9d4c2f636f067f89cc14862c,107bd9ed7ce0d5e347e13b692eb2abb3,2022-08-20,0,4.0,0.0,163.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,d8d7dd92187624a7afc4714bae876802,2022-12-17,1,20.0,20.0,2073.0,2073.0
c81e728d9d4c2f636f067f89cc14862c,15afa885a258e461d2b1d27f809f96e0,2022-12-31,1,14.0,14.0,1982.0,1982.0
c81e728d9d4c2f636f067f89cc14862c,c7b711619071c92bef604c7ad68380dd,2022-10-09,1,1.0,1.0,167.0,167.0
f7e6c85504ce6e82442c770f7c8606f0,f0580396750412f37b903e0551537804,2023-03-21,0,3.0,0.0,292.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,695078b902484f8edb56d01c0b906c8c,2022-12-22,1,2.0,2.0,79.0,79.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,b7ef3f85be23f591802b735971941c77,2023-02-11,1,0.0,0.0,19.0,19.0
42a0e188f5033bc65bf8d78622277c4e,ee37a0ba58b50be32617d354a3103b51,2023-04-02,1,12.0,12.0,816.0,816.0
f7e6c85504ce6e82442c770f7c8606f0,b7e2077a3d7fa0d30e0eb5ec7fa349e8,2022-09-12,0,2.0,0.0,390.0,0.0
c81e728d9d4c2f636f067f89cc14862c,db891552cb83232b0f2bcf78f353c2f5,2023-06-13,0,3.0,0.0,172.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,af9b502f38656d155b17a46b9aa9f645,2022-12-24,0,1.0,0.0,253.0,0.0
42a0e188f5033bc65bf8d78622277c4e,67797f1f0f02ec5ccd5e3abd2d4e5b81,2023-04-20,0,12.0,0.0,2043.0,0.0
c81e728d9d4c2f636f067f89cc14862c,3775e29ab7a50a69c73aad30f19661e4,2022-10-04,1,1.0,1.0,138.0,138.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,3bb2524fb92c7c5fec7a4223e4fadf68,2022-08-17,1,2.0,2.0,251.0,251.0
1ecfb463472ec9115b10c292ef8bc986,9bc40cd2fe4f188f402bb41548c5e15c,2023-04-01,0,2.0,0.0,74.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,0570ab7d07a4f2587f1ad4c4ed77e333,2022-08-28,0,0.0,0.0,86.0,0.0
42a0e188f5033bc65bf8d78622277c4e,5b26f85ccb23039364226f66f0366c66,2023-01-03,0,9.0,0.0,118.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,3474f0e025c7deb7e127a35763bc5512,2023-06-04,1,25.0,25.0,22.0,22.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,22988026fe85fde60d8bf777ab6bc3b4,2022-10-05,0,5.0,0.0,441.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,6ce20ee0cd25f2265f9c839747f3f60a,2023-06-19,0,2.0,0.0,90.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b749c085963d0f869dce2755f8ba602a,2022-10-06,0,2.0,0.0,369.0,0.0
c81e728d9d4c2f636f067f89cc14862c,26eea01bb9eb18ea5e2925fddbbfd6fc,2023-07-07,1,5.0,5.0,439.0,439.0
16a5cdae362b8d27a1d8f8c7b78b4330,fe50ae64d08d4f8245aaabc55d1baf79,2022-11-10,1,16.0,16.0,1834.0,1834.0
c81e728d9d4c2f636f067f89cc14862c,b0bae916aa9ae17dfb7ad7ec469345fd,2023-02-19,1,2.0,2.0,57.0,57.0
c81e728d9d4c2f636f067f89cc14862c,566f6537c25d40d0b6adec07323e65e8,2022-10-07,0,14.0,0.0,429.0,0.0
c81e728d9d4c2f636f067f89cc14862c,0cc57d9daaa686e94f9ab541f3026121,2022-09-04,1,36.0,36.0,3152.0,3152.0
42a0e188f5033bc65bf8d78622277c4e,09bc73e1f521735d97429aa786891473,2022-11-03,0,2.0,0.0,286.0,0.0
42a0e188f5033bc65bf8d78622277c4e,35071e7911b66b2f42bffca06f939598,2022-11-18,0,6.0,0.0,1269.0,0.0
c81e728d9d4c2f636f067f89cc14862c,bf7e8619d57ec826dda88e8687655c3b,2022-10-31,1,1.0,1.0,124.0,124.0
c81e728d9d4c2f636f067f89cc14862c,adf3f8d0e45cd2e4cfb284e1eaddc5c8,2023-05-01,1,1.0,1.0,362.0,362.0
16a5cdae362b8d27a1d8f8c7b78b4330,5fb6bfa7b7d9a415d5f95d3951e2a35d,2022-12-08,1,11.0,11.0,1667.0,1667.0
16a5cdae362b8d27a1d8f8c7b78b4330,d8c8c2a73e8b2696fd0d18f4953ad2a4,2022-11-18,0,9.0,0.0,55.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,9fa87786d9a881173e75bb0327383ff1,2022-12-27,1,0.0,0.0,65.0,65.0
16a5cdae362b8d27a1d8f8c7b78b4330,6b1344097385a42484abd4746371e416,2023-03-30,1,1.0,1.0,16.0,16.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,dce1f234d6424aa61f8e7ce0baffd9af,2023-07-09,0,8.0,0.0,1202.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,67dcedaa1090d67cef7afe3fb36945b0,2022-08-28,0,7.0,0.0,1153.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,a8797f3d317e606d3abee06479492ffa,2023-02-19,1,5.0,5.0,556.0,556.0
16a5cdae362b8d27a1d8f8c7b78b4330,7708533936cc9e00273ae5700d3bc8d5,2023-05-11,0,0.0,0.0,88.0,0.0
c81e728d9d4c2f636f067f89cc14862c,cad2c790d17a547938e9a9bdb57ebf4a,2022-09-06,0,1.0,0.0,150.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,62d4af457ba2540ce0898a211c0cd17a,2022-12-10,1,3.0,3.0,35.0,35.0
f7e6c85504ce6e82442c770f7c8606f0,fb12379424d0673cb8ca75ab680625e3,2023-01-09,0,3.0,0.0,82.0,0.0
c81e728d9d4c2f636f067f89cc14862c,db891552cb83232b0f2bcf78f353c2f5,2022-11-30,0,1.0,0.0,57.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,8c5c2ef314a18fc5fecbaf99db704564,2022-11-07,0,22.0,0.0,687.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,8d7f926b40b66560c7bd9efdd5f272f9,2022-09-20,0,2.0,0.0,65.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,dfb085b0647b9ee8ce010670d1e30ab6,2023-07-07,1,3.0,3.0,68.0,68.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,1b1f4205ab5d9b437c143fc6d7e18c80,2023-04-08,1,6.0,6.0,814.0,814.0
f7e6c85504ce6e82442c770f7c8606f0,641e167f974d1dd076c0886d17271975,2023-02-28,0,8.0,0.0,520.0,0.0
c81e728d9d4c2f636f067f89cc14862c,6b9c5b757480af5e34f1fb6bb12ead6e,2022-12-27,1,4.0,4.0,691.0,691.0
16a5cdae362b8d27a1d8f8c7b78b4330,543f17ebd9d464531d61fcdeaa36678f,2022-09-02,1,1.0,1.0,90.0,90.0
16a5cdae362b8d27a1d8f8c7b78b4330,3c3a1cb0ae43df1a1f0abe1fbd8e158b,2023-03-20,0,2.0,0.0,340.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,f28e2941cd8ffdf35d778c3578cf7041,2023-04-13,1,0.0,0.0,50.0,50.0
c81e728d9d4c2f636f067f89cc14862c,db54d9d5b110c3a457bf89559b6f89a6,2023-05-05,0,4.0,0.0,157.0,0.0
c81e728d9d4c2f636f067f89cc14862c,cbbda0778454f639ae7182a4ec209142,2022-10-18,0,1.0,0.0,130.0,0.0
1ecfb463472ec9115b10c292ef8bc986,57eaf5659b0371dbef7bb6cee4a14e71,2023-02-13,0,4.0,0.0,180.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,9fa87786d9a881173e75bb0327383ff1,2023-04-08,1,2.0,2.0,194.0,194.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,be1d43a949b9e0e755c1e36be9cf47d9,2022-10-09,0,9.0,0.0,1231.0,0.0
42a0e188f5033bc65bf8d78622277c4e,cbaca3167c8aa7c3352f2e7be9300285,2023-02-04,1,4.0,4.0,454.0,454.0
c81e728d9d4c2f636f067f89cc14862c,1409117f0d38659bde84e14b9759f226,2023-05-08,0,1.0,0.0,1483.0,0.0
c81e728d9d4c2f636f067f89cc14862c,c0e3f3bd815a862433bc3399c487926b,2023-03-09,0,30.0,0.0,3555.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,364196813f3b746270a9b27bd76149c9,2022-08-05,0,2.0,0.0,649.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,2a875376cce8ea8e15042d2ecdeb0fe1,2023-05-01,1,1.0,1.0,62.0,62.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,b75c7cbf7accdaea8a1a14781bb29870,2023-07-09,0,1.0,0.0,484.0,0.0
42a0e188f5033bc65bf8d78622277c4e,5bc0e44accee3ad26b2a39c3b2bf91fc,2022-12-03,0,2.0,0.0,118.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,f234dc7b5cfe0d08f7e14557e2fa2e6a,2023-02-24,1,1.0,1.0,159.0,159.0
c81e728d9d4c2f636f067f89cc14862c,84abf7668f6b7d19953dba95d5e6bf43,2022-08-10,1,2.0,2.0,185.0,185.0
c81e728d9d4c2f636f067f89cc14862c,4d3167019742fa07309b03186d9612be,2023-06-24,1,12.0,12.0,1097.0,1097.0
42a0e188f5033bc65bf8d78622277c4e,db54d9d5b110c3a457bf89559b6f89a6,2023-07-12,1,1.0,1.0,35.0,35.0
c81e728d9d4c2f636f067f89cc14862c,cbaca3167c8aa7c3352f2e7be9300285,2022-10-26,0,4.0,0.0,595.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,492f948808daf55a3f9e7ddd3694f546,2023-01-26,1,3.0,3.0,720.0,720.0
f7e6c85504ce6e82442c770f7c8606f0,ca4c5a242147c851906ae4fd6320a4d4,2023-02-24,1,1.0,1.0,29.0,29.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,e6fc24ca846339d204b0b50e9f772484,2023-02-17,1,0.0,0.0,36.0,36.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,a25b81711be0a69f6a1258efc1fe52f8,2023-06-15,0,1.0,0.0,77.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,3d7a0d134019e7b9394ca95cac1e321e,2023-05-24,0,1.0,0.0,274.0,0.0
1ecfb463472ec9115b10c292ef8bc986,66a5198a8d1afbef4821b8cebf7f794d,2022-09-01,0,6.0,0.0,141.0,0.0
c81e728d9d4c2f636f067f89cc14862c,ceab011c02f6ea9487d7f8ae95e673ee,2022-12-30,0,4.0,0.0,660.0,0.0
42a0e188f5033bc65bf8d78622277c4e,c8bd18ea08d2f47cb0a7992f11ada9de,2023-03-22,0,2.0,0.0,400.0,0.0
c81e728d9d4c2f636f067f89cc14862c,403c896d1abb842e3db14b0a8a652fac,2022-11-13,0,3.0,0.0,780.0,0.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,65ebd984baa08be2dcd09ff15c254fdb,2022-11-03,1,23.0,23.0,3305.0,3305.0
42a0e188f5033bc65bf8d78622277c4e,7d554270ae2c8298289d5cf633cad1ae,2023-04-19,1,13.0,13.0,3259.0,3259.0
1ecfb463472ec9115b10c292ef8bc986,382fcb7b0b5750896a5bef348f19bddc,2023-04-09,0,4.0,0.0,124.0,0.0
16a5cdae362b8d27a1d8f8c7b78b4330,6629d8e0d18c0b83c15006570566598f,2023-05-30,1,1.0,1.0,39.0,39.0
42a0e188f5033bc65bf8d78622277c4e,58ebafabd92e2e3a80d86b7bb7e88eda,2023-06-06,1,2.0,2.0,330.0,330.0
f7e6c85504ce6e82442c770f7c8606f0,364196813f3b746270a9b27bd76149c9,2022-12-19,0,1.0,0.0,228.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,4955c8d2017ad404f4872e32451b60e6,2023-04-23,1,0.0,0.0,45.0,45.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,5a81a30b2903e68c89c47293fbfa420f,2023-04-12,1,5.0,5.0,612.0,612.0
6364d3f0f495b6ab9dcf8d3b5c6e0b01,98036217e9945a2747e3f1b8d74d811a,2022-11-30,0,2.0,0.0,126.0,0.0
f7e6c85504ce6e82442c770f7c8606f0,10d26ea8eac593b8e397fc0aad2134c4,2023-07-14,0,3.0,0.0,70.0,0.0
fa7cdfad1a5aaf8370ebeda47a1ff1c3,7d3f2fed7faf3501554970cd3c0d724e,2023-07-01,1,2.0,2.0,1021.0,1021.0
