year,day,weekday,date,calday,holiday,covid
2016,26,1,26.09.2016,20160926,0,0
2016,27,2,27.09.2016,20160927,0,0
2016,28,3,28.09.2016,20160928,0,0
2016,29,4,29.09.2016,20160929,0,0
2016,30,5,30.09.2016,20160930,0,0
2016,1,6,01.10.2016,20161001,1,0
2016,2,7,02.10.2016,20161002,1,0
2016,3,1,03.10.2016,20161003,0,0
2016,4,2,04.10.2016,20161004,0,0
2016,5,3,05.10.2016,20161005,0,0
2016,6,4,06.10.2016,20161006,0,0
2016,7,5,07.10.2016,20161007,0,0
2016,8,6,08.10.2016,20161008,1,0
2016,9,7,09.10.2016,20161009,1,0
2016,10,1,10.10.2016,20161010,0,0
2016,11,2,11.10.2016,20161011,0,0
2016,12,3,12.10.2016,20161012,0,0
2016,13,4,13.10.2016,20161013,0,0
2016,14,5,14.10.2016,20161014,0,0
2016,15,6,15.10.2016,20161015,1,0
2016,16,7,16.10.2016,20161016,1,0
2016,17,1,17.10.2016,20161017,0,0
2016,18,2,18.10.2016,20161018,0,0
2016,19,3,19.10.2016,20161019,0,0
2016,20,4,20.10.2016,20161020,0,0
2016,21,5,21.10.2016,20161021,0,0
2016,22,6,22.10.2016,20161022,1,0
2016,23,7,23.10.2016,20161023,1,0
2016,24,1,24.10.2016,20161024,0,0
2016,25,2,25.10.2016,20161025,0,0
2016,26,3,26.10.2016,20161026,0,0
2016,27,4,27.10.2016,20161027,0,0
2016,28,5,28.10.2016,20161028,0,0
2016,29,6,29.10.2016,20161029,1,0
2016,30,7,30.10.2016,20161030,1,0
2016,31,1,31.10.2016,20161031,0,0
2016,1,2,01.11.2016,20161101,0,0
2016,2,3,02.11.2016,20161102,0,0
2016,3,4,03.11.2016,20161103,0,0
2016,4,5,04.11.2016,20161104,1,0
2016,5,6,05.11.2016,20161105,1,0
2016,6,7,06.11.2016,20161106,1,0
2016,7,1,07.11.2016,20161107,0,0
2016,8,2,08.11.2016,20161108,0,0
2016,9,3,09.11.2016,20161109,0,0
2016,10,4,10.11.2016,20161110,0,0
2016,11,5,11.11.2016,20161111,0,0
2016,12,6,12.11.2016,20161112,1,0
2016,13,7,13.11.2016,20161113,1,0
2016,14,1,14.11.2016,20161114,0,0
2016,15,2,15.11.2016,20161115,0,0
2016,16,3,16.11.2016,20161116,0,0
2016,17,4,17.11.2016,20161117,0,0
2016,18,5,18.11.2016,20161118,0,0
2016,19,6,19.11.2016,20161119,1,0
2016,20,7,20.11.2016,20161120,1,0
2016,21,1,21.11.2016,20161121,0,0
2016,22,2,22.11.2016,20161122,0,0
2016,23,3,23.11.2016,20161123,0,0
2016,24,4,24.11.2016,20161124,0,0
2016,25,5,25.11.2016,20161125,0,0
2016,26,6,26.11.2016,20161126,1,0
2016,27,7,27.11.2016,20161127,1,0
2016,28,1,28.11.2016,20161128,0,0
2016,29,2,29.11.2016,20161129,0,0
2016,30,3,30.11.2016,20161130,0,0
2016,1,4,01.12.2016,20161201,0,0
2016,2,5,02.12.2016,20161202,0,0
2016,3,6,03.12.2016,20161203,1,0
2016,4,7,04.12.2016,20161204,1,0
2016,5,1,05.12.2016,20161205,0,0
2016,6,2,06.12.2016,20161206,0,0
2016,7,3,07.12.2016,20161207,0,0
2016,8,4,08.12.2016,20161208,0,0
2016,9,5,09.12.2016,20161209,0,0
2016,10,6,10.12.2016,20161210,1,0
2016,11,7,11.12.2016,20161211,1,0
2016,12,1,12.12.2016,20161212,0,0
2016,13,2,13.12.2016,20161213,0,0
2016,14,3,14.12.2016,20161214,0,0
2016,15,4,15.12.2016,20161215,0,0
2016,16,5,16.12.2016,20161216,0,0
2016,17,6,17.12.2016,20161217,1,0
2016,18,7,18.12.2016,20161218,1,0
2016,19,1,19.12.2016,20161219,0,0
2016,20,2,20.12.2016,20161220,0,0
2016,21,3,21.12.2016,20161221,0,0
2016,22,4,22.12.2016,20161222,0,0
2016,23,5,23.12.2016,20161223,0,0
2016,24,6,24.12.2016,20161224,1,0
2016,25,7,25.12.2016,20161225,1,0
2016,26,1,26.12.2016,20161226,0,0
2016,27,2,27.12.2016,20161227,0,0
2016,28,3,28.12.2016,20161228,0,0
2016,29,4,29.12.2016,20161229,0,0
2016,30,5,30.12.2016,20161230,0,0
2016,31,6,31.12.2016,20161231,1,0
2017,1,7,01.01.2017,20170101,1,0
2017,2,1,02.01.2017,20170102,1,0
2017,3,2,03.01.2017,20170103,1,0
2017,4,3,04.01.2017,20170104,1,0
2017,5,4,05.01.2017,20170105,1,0
2017,6,5,06.01.2017,20170106,1,0
2017,7,6,07.01.2017,20170107,1,0
2017,8,7,08.01.2017,20170108,1,0
2017,9,1,09.01.2017,20170109,0,0
2017,10,2,10.01.2017,20170110,0,0
2017,11,3,11.01.2017,20170111,0,0
2017,12,4,12.01.2017,20170112,0,0
2017,13,5,13.01.2017,20170113,0,0
2017,14,6,14.01.2017,20170114,1,0
2017,15,7,15.01.2017,20170115,1,0
2017,16,1,16.01.2017,20170116,0,0
2017,17,2,17.01.2017,20170117,0,0
2017,18,3,18.01.2017,20170118,0,0
2017,19,4,19.01.2017,20170119,0,0
2017,20,5,20.01.2017,20170120,0,0
2017,21,6,21.01.2017,20170121,1,0
2017,22,7,22.01.2017,20170122,1,0
2017,23,1,23.01.2017,20170123,0,0
2017,24,2,24.01.2017,20170124,0,0
2017,25,3,25.01.2017,20170125,0,0
2017,26,4,26.01.2017,20170126,0,0
2017,27,5,27.01.2017,20170127,0,0
2017,28,6,28.01.2017,20170128,1,0
2017,29,7,29.01.2017,20170129,1,0
2017,30,1,30.01.2017,20170130,0,0
2017,31,2,31.01.2017,20170131,0,0
2017,1,3,01.02.2017,20170201,0,0
2017,2,4,02.02.2017,20170202,0,0
2017,3,5,03.02.2017,20170203,0,0
2017,4,6,04.02.2017,20170204,1,0
2017,5,7,05.02.2017,20170205,1,0
2017,6,1,06.02.2017,20170206,0,0
2017,7,2,07.02.2017,20170207,0,0
2017,8,3,08.02.2017,20170208,0,0
2017,9,4,09.02.2017,20170209,0,0
2017,10,5,10.02.2017,20170210,0,0
2017,11,6,11.02.2017,20170211,1,0
2017,12,7,12.02.2017,20170212,1,0
2017,13,1,13.02.2017,20170213,0,0
2017,14,2,14.02.2017,20170214,0,0
2017,15,3,15.02.2017,20170215,0,0
2017,16,4,16.02.2017,20170216,0,0
2017,17,5,17.02.2017,20170217,0,0
2017,18,6,18.02.2017,20170218,1,0
2017,19,7,19.02.2017,20170219,1,0
2017,20,1,20.02.2017,20170220,0,0
2017,21,2,21.02.2017,20170221,0,0
2017,22,3,22.02.2017,20170222,0,0
2017,23,4,23.02.2017,20170223,1,0
2017,24,5,24.02.2017,20170224,1,0
2017,25,6,25.02.2017,20170225,1,0
2017,26,7,26.02.2017,20170226,1,0
2017,27,1,27.02.2017,20170227,0,0
2017,28,2,28.02.2017,20170228,0,0
2017,1,3,01.03.2017,20170301,0,0
2017,2,4,02.03.2017,20170302,0,0
2017,3,5,03.03.2017,20170303,0,0
2017,4,6,04.03.2017,20170304,1,0
2017,5,7,05.03.2017,20170305,1,0
2017,6,1,06.03.2017,20170306,0,0
2017,7,2,07.03.2017,20170307,0,0
2017,8,3,08.03.2017,20170308,1,0
2017,9,4,09.03.2017,20170309,0,0
2017,10,5,10.03.2017,20170310,0,0
2017,11,6,11.03.2017,20170311,1,0
2017,12,7,12.03.2017,20170312,1,0
2017,13,1,13.03.2017,20170313,0,0
2017,14,2,14.03.2017,20170314,0,0
2017,15,3,15.03.2017,20170315,0,0
2017,16,4,16.03.2017,20170316,0,0
2017,17,5,17.03.2017,20170317,0,0
2017,18,6,18.03.2017,20170318,1,0
2017,19,7,19.03.2017,20170319,1,0
2017,20,1,20.03.2017,20170320,0,0
2017,21,2,21.03.2017,20170321,0,0
2017,22,3,22.03.2017,20170322,0,0
2017,23,4,23.03.2017,20170323,0,0
2017,24,5,24.03.2017,20170324,0,0
2017,25,6,25.03.2017,20170325,1,0
2017,26,7,26.03.2017,20170326,1,0
2017,27,1,27.03.2017,20170327,0,0
2017,28,2,28.03.2017,20170328,0,0
2017,29,3,29.03.2017,20170329,0,0
2017,30,4,30.03.2017,20170330,0,0
2017,31,5,31.03.2017,20170331,0,0
2017,1,6,01.04.2017,20170401,1,0
2017,2,7,02.04.2017,20170402,1,0
2017,3,1,03.04.2017,20170403,0,0
2017,4,2,04.04.2017,20170404,0,0
2017,5,3,05.04.2017,20170405,0,0
2017,6,4,06.04.2017,20170406,0,0
2017,7,5,07.04.2017,20170407,0,0
2017,8,6,08.04.2017,20170408,1,0
2017,9,7,09.04.2017,20170409,1,0
2017,10,1,10.04.2017,20170410,0,0
2017,11,2,11.04.2017,20170411,0,0
2017,12,3,12.04.2017,20170412,0,0
2017,13,4,13.04.2017,20170413,0,0
2017,14,5,14.04.2017,20170414,0,0
2017,15,6,15.04.2017,20170415,1,0
2017,16,7,16.04.2017,20170416,1,0
2017,17,1,17.04.2017,20170417,0,0
2017,18,2,18.04.2017,20170418,0,0
2017,19,3,19.04.2017,20170419,0,0
2017,20,4,20.04.2017,20170420,0,0
2017,21,5,21.04.2017,20170421,0,0
2017,22,6,22.04.2017,20170422,1,0
2017,23,7,23.04.2017,20170423,1,0
2017,24,1,24.04.2017,20170424,0,0
2017,25,2,25.04.2017,20170425,0,0
2017,26,3,26.04.2017,20170426,0,0
2017,27,4,27.04.2017,20170427,0,0
2017,28,5,28.04.2017,20170428,0,0
2017,29,6,29.04.2017,20170429,1,0
2017,30,7,30.04.2017,20170430,1,0
2017,1,1,01.05.2017,20170501,1,0
2017,2,2,02.05.2017,20170502,0,0
2017,3,3,03.05.2017,20170503,0,0
2017,4,4,04.05.2017,20170504,0,0
2017,5,5,05.05.2017,20170505,0,0
2017,6,6,06.05.2017,20170506,1,0
2017,7,7,07.05.2017,20170507,1,0
2017,8,1,08.05.2017,20170508,1,0
2017,9,2,09.05.2017,20170509,1,0
2017,10,3,10.05.2017,20170510,0,0
2017,11,4,11.05.2017,20170511,0,0
2017,12,5,12.05.2017,20170512,0,0
2017,13,6,13.05.2017,20170513,1,0
2017,14,7,14.05.2017,20170514,1,0
2017,15,1,15.05.2017,20170515,0,0
2017,16,2,16.05.2017,20170516,0,0
2017,17,3,17.05.2017,20170517,0,0
2017,18,4,18.05.2017,20170518,0,0
2017,19,5,19.05.2017,20170519,0,0
2017,20,6,20.05.2017,20170520,1,0
2017,21,7,21.05.2017,20170521,1,0
2017,22,1,22.05.2017,20170522,0,0
2017,23,2,23.05.2017,20170523,0,0
2017,24,3,24.05.2017,20170524,0,0
2017,25,4,25.05.2017,20170525,0,0
2017,26,5,26.05.2017,20170526,0,0
2017,27,6,27.05.2017,20170527,1,0
2017,28,7,28.05.2017,20170528,1,0
2017,29,1,29.05.2017,20170529,0,0
2017,30,2,30.05.2017,20170530,0,0
2017,31,3,31.05.2017,20170531,0,0
2017,1,4,01.06.2017,20170601,0,0
2017,2,5,02.06.2017,20170602,0,0
2017,3,6,03.06.2017,20170603,1,0
2017,4,7,04.06.2017,20170604,1,0
2017,5,1,05.06.2017,20170605,0,0
2017,6,2,06.06.2017,20170606,0,0
2017,7,3,07.06.2017,20170607,0,0
2017,8,4,08.06.2017,20170608,0,0
2017,9,5,09.06.2017,20170609,0,0
2017,10,6,10.06.2017,20170610,1,0
2017,11,7,11.06.2017,20170611,1,0
2017,12,1,12.06.2017,20170612,1,0
2017,13,2,13.06.2017,20170613,0,0
2017,14,3,14.06.2017,20170614,0,0
2017,15,4,15.06.2017,20170615,0,0
2017,16,5,16.06.2017,20170616,0,0
2017,17,6,17.06.2017,20170617,1,0
2017,18,7,18.06.2017,20170618,1,0
2017,19,1,19.06.2017,20170619,0,0
2017,20,2,20.06.2017,20170620,0,0
2017,21,3,21.06.2017,20170621,0,0
2017,22,4,22.06.2017,20170622,0,0
2017,23,5,23.06.2017,20170623,0,0
2017,24,6,24.06.2017,20170624,1,0
2017,25,7,25.06.2017,20170625,1,0
2017,26,1,26.06.2017,20170626,0,0
2017,27,2,27.06.2017,20170627,0,0
2017,28,3,28.06.2017,20170628,0,0
2017,29,4,29.06.2017,20170629,0,0
2017,30,5,30.06.2017,20170630,0,0
2017,1,6,01.07.2017,20170701,1,0
2017,2,7,02.07.2017,20170702,1,0
2017,3,1,03.07.2017,20170703,0,0
2017,4,2,04.07.2017,20170704,0,0
2017,5,3,05.07.2017,20170705,0,0
2017,6,4,06.07.2017,20170706,0,0
2017,7,5,07.07.2017,20170707,0,0
2017,8,6,08.07.2017,20170708,1,0
2017,9,7,09.07.2017,20170709,1,0
2017,10,1,10.07.2017,20170710,0,0
2017,11,2,11.07.2017,20170711,0,0
2017,12,3,12.07.2017,20170712,0,0
2017,13,4,13.07.2017,20170713,0,0
2017,14,5,14.07.2017,20170714,0,0
2017,15,6,15.07.2017,20170715,1,0
2017,16,7,16.07.2017,20170716,1,0
2017,17,1,17.07.2017,20170717,0,0
2017,18,2,18.07.2017,20170718,0,0
2017,19,3,19.07.2017,20170719,0,0
2017,20,4,20.07.2017,20170720,0,0
2017,21,5,21.07.2017,20170721,0,0
2017,22,6,22.07.2017,20170722,1,0
2017,23,7,23.07.2017,20170723,1,0
2017,24,1,24.07.2017,20170724,0,0
2017,25,2,25.07.2017,20170725,0,0
2017,26,3,26.07.2017,20170726,0,0
2017,27,4,27.07.2017,20170727,0,0
2017,28,5,28.07.2017,20170728,0,0
2017,29,6,29.07.2017,20170729,1,0
2017,30,7,30.07.2017,20170730,1,0
2017,31,1,31.07.2017,20170731,0,0
2017,1,2,01.08.2017,20170801,0,0
2017,2,3,02.08.2017,20170802,0,0
2017,3,4,03.08.2017,20170803,0,0
2017,4,5,04.08.2017,20170804,0,0
2017,5,6,05.08.2017,20170805,1,0
2017,6,7,06.08.2017,20170806,1,0
2017,7,1,07.08.2017,20170807,0,0
2017,8,2,08.08.2017,20170808,0,0
2017,9,3,09.08.2017,20170809,0,0
2017,10,4,10.08.2017,20170810,0,0
2017,11,5,11.08.2017,20170811,0,0
2017,12,6,12.08.2017,20170812,1,0
2017,13,7,13.08.2017,20170813,1,0
2017,14,1,14.08.2017,20170814,0,0
2017,15,2,15.08.2017,20170815,0,0
2017,16,3,16.08.2017,20170816,0,0
2017,17,4,17.08.2017,20170817,0,0
2017,18,5,18.08.2017,20170818,0,0
2017,19,6,19.08.2017,20170819,1,0
2017,20,7,20.08.2017,20170820,1,0
2017,21,1,21.08.2017,20170821,0,0
2017,22,2,22.08.2017,20170822,0,0
2017,23,3,23.08.2017,20170823,0,0
2017,24,4,24.08.2017,20170824,0,0
2017,25,5,25.08.2017,20170825,0,0
2017,26,6,26.08.2017,20170826,1,0
2017,27,7,27.08.2017,20170827,1,0
2017,28,1,28.08.2017,20170828,0,0
2017,29,2,29.08.2017,20170829,0,0
2017,30,3,30.08.2017,20170830,0,0
2017,31,4,31.08.2017,20170831,0,0
2017,1,5,01.09.2017,20170901,0,0
2017,2,6,02.09.2017,20170902,1,0
2017,3,7,03.09.2017,20170903,1,0
2017,4,1,04.09.2017,20170904,0,0
2017,5,2,05.09.2017,20170905,0,0
2017,6,3,06.09.2017,20170906,0,0
2017,7,4,07.09.2017,20170907,0,0
2017,8,5,08.09.2017,20170908,0,0
2017,9,6,09.09.2017,20170909,1,0
2017,10,7,10.09.2017,20170910,1,0
2017,11,1,11.09.2017,20170911,0,0
2017,12,2,12.09.2017,20170912,0,0
2017,13,3,13.09.2017,20170913,0,0
2017,14,4,14.09.2017,20170914,0,0
2017,15,5,15.09.2017,20170915,0,0
2017,16,6,16.09.2017,20170916,1,0
2017,17,7,17.09.2017,20170917,1,0
2017,18,1,18.09.2017,20170918,0,0
2017,19,2,19.09.2017,20170919,0,0
2017,20,3,20.09.2017,20170920,0,0
2017,21,4,21.09.2017,20170921,0,0
2017,22,5,22.09.2017,20170922,0,0
2017,23,6,23.09.2017,20170923,1,0
2017,24,7,24.09.2017,20170924,1,0
2017,25,1,25.09.2017,20170925,0,0
2017,26,2,26.09.2017,20170926,0,0
2017,27,3,27.09.2017,20170927,0,0
2017,28,4,28.09.2017,20170928,0,0
2017,29,5,29.09.2017,20170929,0,0
2017,30,6,30.09.2017,20170930,1,0
2017,1,7,01.10.2017,20171001,1,0
2017,2,1,02.10.2017,20171002,0,0
2017,3,2,03.10.2017,20171003,0,0
2017,4,3,04.10.2017,20171004,0,0
2017,5,4,05.10.2017,20171005,0,0
2017,6,5,06.10.2017,20171006,0,0
2017,7,6,07.10.2017,20171007,1,0
2017,8,7,08.10.2017,20171008,1,0
2017,9,1,09.10.2017,20171009,0,0
2017,10,2,10.10.2017,20171010,0,0
2017,11,3,11.10.2017,20171011,0,0
2017,12,4,12.10.2017,20171012,0,0
2017,13,5,13.10.2017,20171013,0,0
2017,14,6,14.10.2017,20171014,1,0
2017,15,7,15.10.2017,20171015,1,0
2017,16,1,16.10.2017,20171016,0,0
2017,17,2,17.10.2017,20171017,0,0
2017,18,3,18.10.2017,20171018,0,0
2017,19,4,19.10.2017,20171019,0,0
2017,20,5,20.10.2017,20171020,0,0
2017,21,6,21.10.2017,20171021,1,0
2017,22,7,22.10.2017,20171022,1,0
2017,23,1,23.10.2017,20171023,0,0
2017,24,2,24.10.2017,20171024,0,0
2017,25,3,25.10.2017,20171025,0,0
2017,26,4,26.10.2017,20171026,0,0
2017,27,5,27.10.2017,20171027,0,0
2017,28,6,28.10.2017,20171028,1,0
2017,29,7,29.10.2017,20171029,1,0
2017,30,1,30.10.2017,20171030,0,0
2017,31,2,31.10.2017,20171031,0,0
2017,1,3,01.11.2017,20171101,0,0
2017,2,4,02.11.2017,20171102,0,0
2017,3,5,03.11.2017,20171103,0,0
2017,4,6,04.11.2017,20171104,1,0
2017,5,7,05.11.2017,20171105,1,0
2017,6,1,06.11.2017,20171106,0,0
2017,7,2,07.11.2017,20171107,0,0
2017,8,3,08.11.2017,20171108,0,0
2017,9,4,09.11.2017,20171109,0,0
2017,10,5,10.11.2017,20171110,0,0
2017,11,6,11.11.2017,20171111,1,0
2017,12,7,12.11.2017,20171112,1,0
2017,13,1,13.11.2017,20171113,0,0
2017,14,2,14.11.2017,20171114,0,0
2017,15,3,15.11.2017,20171115,0,0
2017,16,4,16.11.2017,20171116,0,0
2017,17,5,17.11.2017,20171117,0,0
2017,18,6,18.11.2017,20171118,1,0
2017,19,7,19.11.2017,20171119,1,0
2017,20,1,20.11.2017,20171120,0,0
2017,21,2,21.11.2017,20171121,0,0
2017,22,3,22.11.2017,20171122,0,0
2017,23,4,23.11.2017,20171123,0,0
2017,24,5,24.11.2017,20171124,0,0
2017,25,6,25.11.2017,20171125,1,0
2017,26,7,26.11.2017,20171126,1,0
2017,27,1,27.11.2017,20171127,0,0
2017,28,2,28.11.2017,20171128,0,0
2017,29,3,29.11.2017,20171129,0,0
2017,30,4,30.11.2017,20171130,0,0
2017,1,5,01.12.2017,20171201,0,0
2017,2,6,02.12.2017,20171202,1,0
2017,3,7,03.12.2017,20171203,1,0
2017,4,1,04.12.2017,20171204,0,0
2017,5,2,05.12.2017,20171205,0,0
2017,6,3,06.12.2017,20171206,0,0
2017,7,4,07.12.2017,20171207,0,0
2017,8,5,08.12.2017,20171208,0,0
2017,9,6,09.12.2017,20171209,1,0
2017,10,7,10.12.2017,20171210,1,0
2017,11,1,11.12.2017,20171211,0,0
2017,12,2,12.12.2017,20171212,0,0
2017,13,3,13.12.2017,20171213,0,0
2017,14,4,14.12.2017,20171214,0,0
2017,15,5,15.12.2017,20171215,0,0
2017,16,6,16.12.2017,20171216,1,0
2017,17,7,17.12.2017,20171217,1,0
2017,18,1,18.12.2017,20171218,0,0
2017,19,2,19.12.2017,20171219,0,0
2017,20,3,20.12.2017,20171220,0,0
2017,21,4,21.12.2017,20171221,0,0
2017,22,5,22.12.2017,20171222,0,0
2017,23,6,23.12.2017,20171223,1,0
2017,24,7,24.12.2017,20171224,1,0
2017,25,1,25.12.2017,20171225,0,0
2017,26,2,26.12.2017,20171226,0,0
2017,27,3,27.12.2017,20171227,0,0
2017,28,4,28.12.2017,20171228,0,0
2017,29,5,29.12.2017,20171229,0,0
2017,30,6,30.12.2017,20171230,1,0
2017,31,7,31.12.2017,20171231,1,0
2018,1,1,01.01.2018,20180101,1,0
2018,2,2,02.01.2018,20180102,1,0
2018,3,3,03.01.2018,20180103,1,0
2018,4,4,04.01.2018,20180104,1,0
2018,5,5,05.01.2018,20180105,1,0
2018,6,6,06.01.2018,20180106,1,0
2018,7,7,07.01.2018,20180107,1,0
2018,8,1,08.01.2018,20180108,1,0
2018,9,2,09.01.2018,20180109,0,0
2018,10,3,10.01.2018,20180110,0,0
2018,11,4,11.01.2018,20180111,0,0
2018,12,5,12.01.2018,20180112,0,0
2018,13,6,13.01.2018,20180113,1,0
2018,14,7,14.01.2018,20180114,1,0
2018,15,1,15.01.2018,20180115,0,0
2018,16,2,16.01.2018,20180116,0,0
2018,17,3,17.01.2018,20180117,0,0
2018,18,4,18.01.2018,20180118,0,0
2018,19,5,19.01.2018,20180119,0,0
2018,20,6,20.01.2018,20180120,1,0
2018,21,7,21.01.2018,20180121,1,0
2018,22,1,22.01.2018,20180122,0,0
2018,23,2,23.01.2018,20180123,0,0
2018,24,3,24.01.2018,20180124,0,0
2018,25,4,25.01.2018,20180125,0,0
2018,26,5,26.01.2018,20180126,0,0
2018,27,6,27.01.2018,20180127,1,0
2018,28,7,28.01.2018,20180128,1,0
2018,29,1,29.01.2018,20180129,0,0
2018,30,2,30.01.2018,20180130,0,0
2018,31,3,31.01.2018,20180131,0,0
2018,1,4,01.02.2018,20180201,0,0
2018,2,5,02.02.2018,20180202,0,0
2018,3,6,03.02.2018,20180203,1,0
2018,4,7,04.02.2018,20180204,1,0
2018,5,1,05.02.2018,20180205,0,0
2018,6,2,06.02.2018,20180206,0,0
2018,7,3,07.02.2018,20180207,0,0
2018,8,4,08.02.2018,20180208,0,0
2018,9,5,09.02.2018,20180209,0,0
2018,10,6,10.02.2018,20180210,1,0
2018,11,7,11.02.2018,20180211,1,0
2018,12,1,12.02.2018,20180212,0,0
2018,13,2,13.02.2018,20180213,0,0
2018,14,3,14.02.2018,20180214,0,0
2018,15,4,15.02.2018,20180215,0,0
2018,16,5,16.02.2018,20180216,0,0
2018,17,6,17.02.2018,20180217,1,0
2018,18,7,18.02.2018,20180218,1,0
2018,19,1,19.02.2018,20180219,0,0
2018,20,2,20.02.2018,20180220,0,0
2018,21,3,21.02.2018,20180221,0,0
2018,22,4,22.02.2018,20180222,0,0
2018,23,5,23.02.2018,20180223,1,0
2018,24,6,24.02.2018,20180224,1,0
2018,25,7,25.02.2018,20180225,1,0
2018,26,1,26.02.2018,20180226,0,0
2018,27,2,27.02.2018,20180227,0,0
2018,28,3,28.02.2018,20180228,0,0
2018,1,4,01.03.2018,20180301,0,0
2018,2,5,02.03.2018,20180302,0,0
2018,3,6,03.03.2018,20180303,1,0
2018,4,7,04.03.2018,20180304,1,0
2018,5,1,05.03.2018,20180305,0,0
2018,6,2,06.03.2018,20180306,0,0
2018,7,3,07.03.2018,20180307,0,0
2018,8,4,08.03.2018,20180308,1,0
2018,9,5,09.03.2018,20180309,1,0
2018,10,6,10.03.2018,20180310,1,0
2018,11,7,11.03.2018,20180311,1,0
2018,12,1,12.03.2018,20180312,0,0
2018,13,2,13.03.2018,20180313,0,0
2018,14,3,14.03.2018,20180314,0,0
2018,15,4,15.03.2018,20180315,0,0
2018,16,5,16.03.2018,20180316,0,0
2018,17,6,17.03.2018,20180317,1,0
2018,18,7,18.03.2018,20180318,1,0
2018,19,1,19.03.2018,20180319,0,0
2018,20,2,20.03.2018,20180320,0,0
2018,21,3,21.03.2018,20180321,0,0
2018,22,4,22.03.2018,20180322,0,0
2018,23,5,23.03.2018,20180323,0,0
2018,24,6,24.03.2018,20180324,1,0
2018,25,7,25.03.2018,20180325,1,0
2018,26,1,26.03.2018,20180326,0,0
2018,27,2,27.03.2018,20180327,0,0
2018,28,3,28.03.2018,20180328,0,0
2018,29,4,29.03.2018,20180329,0,0
2018,30,5,30.03.2018,20180330,0,0
2018,31,6,31.03.2018,20180331,1,0
2018,1,7,01.04.2018,20180401,1,0
2018,2,1,02.04.2018,20180402,0,0
2018,3,2,03.04.2018,20180403,0,0
2018,4,3,04.04.2018,20180404,0,0
2018,5,4,05.04.2018,20180405,0,0
2018,6,5,06.04.2018,20180406,0,0
2018,7,6,07.04.2018,20180407,1,0
2018,8,7,08.04.2018,20180408,1,0
2018,9,1,09.04.2018,20180409,0,0
2018,10,2,10.04.2018,20180410,0,0
2018,11,3,11.04.2018,20180411,0,0
2018,12,4,12.04.2018,20180412,0,0
2018,13,5,13.04.2018,20180413,0,0
2018,14,6,14.04.2018,20180414,1,0
2018,15,7,15.04.2018,20180415,1,0
2018,16,1,16.04.2018,20180416,0,0
2018,17,2,17.04.2018,20180417,0,0
2018,18,3,18.04.2018,20180418,0,0
2018,19,4,19.04.2018,20180419,0,0
2018,20,5,20.04.2018,20180420,0,0
2018,21,6,21.04.2018,20180421,1,0
2018,22,7,22.04.2018,20180422,1,0
2018,23,1,23.04.2018,20180423,0,0
2018,24,2,24.04.2018,20180424,0,0
2018,25,3,25.04.2018,20180425,0,0
2018,26,4,26.04.2018,20180426,0,0
2018,27,5,27.04.2018,20180427,0,0
2018,28,6,28.04.2018,20180428,0,0
2018,29,7,29.04.2018,20180429,1,0
2018,30,1,30.04.2018,20180430,1,0
2018,1,2,01.05.2018,20180501,1,0
2018,2,3,02.05.2018,20180502,1,0
2018,3,4,03.05.2018,20180503,0,0
2018,4,5,04.05.2018,20180504,0,0
2018,5,6,05.05.2018,20180505,1,0
2018,6,7,06.05.2018,20180506,1,0
2018,7,1,07.05.2018,20180507,0,0
2018,8,2,08.05.2018,20180508,0,0
2018,9,3,09.05.2018,20180509,1,0
2018,10,4,10.05.2018,20180510,0,0
2018,11,5,11.05.2018,20180511,0,0
2018,12,6,12.05.2018,20180512,1,0
2018,13,7,13.05.2018,20180513,1,0
2018,14,1,14.05.2018,20180514,0,0
2018,15,2,15.05.2018,20180515,0,0
2018,16,3,16.05.2018,20180516,0,0
2018,17,4,17.05.2018,20180517,0,0
2018,18,5,18.05.2018,20180518,0,0
2018,19,6,19.05.2018,20180519,1,0
2018,20,7,20.05.2018,20180520,1,0
2018,21,1,21.05.2018,20180521,0,0
2018,22,2,22.05.2018,20180522,0,0
2018,23,3,23.05.2018,20180523,0,0
2018,24,4,24.05.2018,20180524,0,0
2018,25,5,25.05.2018,20180525,0,0
2018,26,6,26.05.2018,20180526,1,0
2018,27,7,27.05.2018,20180527,1,0
2018,28,1,28.05.2018,20180528,0,0
2018,29,2,29.05.2018,20180529,0,0
2018,30,3,30.05.2018,20180530,0,0
2018,31,4,31.05.2018,20180531,0,0
2018,1,5,01.06.2018,20180601,0,0
2018,2,6,02.06.2018,20180602,1,0
2018,3,7,03.06.2018,20180603,1,0
2018,4,1,04.06.2018,20180604,0,0
2018,5,2,05.06.2018,20180605,0,0
2018,6,3,06.06.2018,20180606,0,0
2018,7,4,07.06.2018,20180607,0,0
2018,8,5,08.06.2018,20180608,0,0
2018,9,6,09.06.2018,20180609,0,0
2018,10,7,10.06.2018,20180610,1,0
2018,11,1,11.06.2018,20180611,1,0
2018,12,2,12.06.2018,20180612,1,0
2018,13,3,13.06.2018,20180613,0,0
2018,14,4,14.06.2018,20180614,0,0
2018,15,5,15.06.2018,20180615,0,0
2018,16,6,16.06.2018,20180616,1,0
2018,17,7,17.06.2018,20180617,1,0
2018,18,1,18.06.2018,20180618,0,0
2018,19,2,19.06.2018,20180619,0,0
2018,20,3,20.06.2018,20180620,0,0
2018,21,4,21.06.2018,20180621,0,0
2018,22,5,22.06.2018,20180622,0,0
